HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Under_05,Over_15,Under_15,Over_25,Under_25,Over_35,Under_35,Over_45,Under_45,Over_55,Under_55,Over_65,Under_65,HandiCap_min3_W,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_plus3_W,HandiCap_min3_D,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_plus3_D,HandiCap_min3_L,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L,HandiCap_plus3_Ls,p,a,i,n,-,b,r,a,z,i,l,-,v,c,A,M,V,e,7,C,26 Mar 2024,2.45,3.40,2.83,1.78,2.01,1.06,1.33,2.03,3.55,6.89,14.20,34.00,9.36,3.34,1.81,1.30,1.10,1.03,1.01,-,11.90,4.94,1.41,1.12,-,-,6.93,3.94,4.26,8.50,-,-,1.17,1.54,6.22,17.00,-
spain-brazil-vcAMVe7C,26 Mar 2024,2.45,3.40,2.83,1.78,2.01,1.06,1.33,2.03,3.55,6.89,14.20,34.00,9.36,3.34,1.81,1.30,1.10,1.03,1.01,-,11.90,4.94,1.41,1.12,-,-,6.93,3.94,4.26,8.50,-,-,1.17,1.54,6.22,17.00,-
egypt-croatia-EHDONFj1,26 Mar 2024,3.47,3.23,2.16,1.93,1.84,1.08,1.41,2.24,4.08,8.37,15.67,41.00,7.99,2.93,1.66,1.23,1.07,1.02,1.00,,23.00,8.12,1.64,1.18,,,9.50,4.79,3.61,6.27,,,1.09,1.30,4.44,10.26,
france-chile-xrkBqjPh,26 Mar 2024,1.29,5.73,9.83,1.97,1.80,1.02,1.18,1.58,2.44,4.25,7.80,15.50,13.82,4.82,2.40,1.56,1.22,1.08,1.03,5.66,3.00,1.78,-,,,5.46,4.07,3.77,-,,,1.35,1.95,3.75,-,,
austria-turkey-WbyzKNkM,26 Mar 2024,2.05,3.45,3.65,1.82,1.97,1.06,1.32,2.02,3.51,6.79,13.85,29.00,9.57,3.39,1.83,1.30,1.10,1.03,1.01,23.00,8.53,3.89,1.28,-,,11.00,6.03,3.61,5.00,-,,1.07,1.23,1.75,8.37,-,
england-belgium-jHcQ4IjL,26 Mar 2024,1.69,3.88,5.01,1.84,1.94,1.05,1.27,1.87,3.15,5.86,12.23,26.00,10.72,3.73,1.98,1.36,1.13,1.04,1.01,12.80,5.70,2.83,1.17,-,,7.83,5.00,3.59,6.20,-,,1.12,1.39,2.15,12.10,-,
germany-netherlands-6m8oUJj1,26 Mar 2024,1.84,3.87,3.97,1.62,2.26,1.03,1.21,1.67,2.69,4.84,9.16,18.60,13.11,4.34,2.19,1.47,1.18,1.06,1.02,15.00,6.40,3.20,1.25,-,-,9.25,5.58,3.83,5.74,-,-,1.12,1.32,1.92,8.37,-,-
ireland-switzerland-OMuEDTEK,26 Mar 2024,3.25,3.15,2.33,1.98,1.80,1.08,1.44,2.35,4.40,9.02,18.60,50.50,7.69,2.81,1.61,1.21,1.06,1.02,1.00,,22.00,7.91,1.59,1.15,-,,9.25,4.75,3.80,6.98,-,,1.09,1.32,4.96,11.40,-
scotland-northern-ireland-QyilVaye,26 Mar 2024,1.64,3.60,5.91,2.22,1.64,1.08,1.42,2.29,4.20,8.66,17.60,41.00,7.81,2.85,1.64,1.22,1.07,1.02,1.00,15.00,6.21,2.90,1.14,-,,8.50,4.64,3.31,7.25,-,,1.12,1.37,2.27,18.50,-,
slovenia-portugal-I3aI6vM8,26 Mar 2024,8.00,4.53,1.40,2.02,1.76,1.05,1.25,1.83,3.02,5.55,12.35,26.00,10.42,3.84,2.02,1.38,1.14,1.04,1.01,,-,-,2.85,1.70,1.25,,-,-,3.75,4.35,6.50,,-,-,2.13,3.95,8.50
romania-colombia-2JqJN5jc,26 Mar 2024,6.37,3.90,1.56,2.07,1.73,1.06,1.32,2.02,3.46,6.72,14.30,31.50,9.40,3.36,1.82,1.30,1.10,1.03,1.01,,-,19.50,2.32,1.44,1.14,,-,7.75,3.33,4.73,7.35,,-,1.12,2.61,5.26,12.00
denmark-faroe-islands-2HE5X8m3,26 Mar 2024,1.09,10.65,24.36,2.98,1.37,1.02,1.14,1.48,2.22,3.73,6.64,13.22,18.00,5.44,2.65,1.67,1.27,1.10,1.03,3.33,1.97,1.35,-,,,4.48,3.78,4.58,-,,,1.74,3.11,7.63,-,,
czech-republic-armenia-h2sSVcnA,26 Mar 2024,1.26,5.71,11.05,2.16,1.67,1.03,1.20,1.66,2.62,4.67,9.10,20.00,13.33,4.42,2.26,1.50,1.19,1.06,1.02,6.08,3.08,1.81,-,,,5.58,3.99,3.66,-,,,1.33,1.93,3.69,-,,
hungary-kosovo-OWI8DjVk,26 Mar 2024,1.88,3.29,4.60,1.98,1.80,1.08,1.39,2.22,4.04,8.07,17.00,41.00,8.16,3.01,1.68,1.24,1.08,1.02,1.00,16.25,7.67,3.54,1.19,-,,8.55,5.40,3.45,6.03,-,,1.11,1.27,1.91,11.40,-,
norway-slovakia-G80U0I8B,26 Mar 2024,1.31,5.22,10.29,2.24,1.63,1.04,1.24,1.76,2.87,5.31,10.39,23.50,11.97,4.02,2.09,1.42,1.15,1.05,1.02,6.58,3.27,1.89,-,-,,5.66,3.99,3.57,-,-,,1.30,1.85,3.41,-,-,
finland-estonia-Qox7RaOm,26 Mar 2024,1.50,4.03,7.20,2.38,1.57,1.08,1.40,2.23,4.06,8.08,17.00,41.00,8.20,2.95,1.67,1.24,1.08,1.02,1.00,11.80,5.08,2.47,1.10,,,7.14,4.40,3.32,8.00,,,1.15,1.49,2.50,24.00,,
sweden-albania-p2uvJs5S,25 Mar 2024,1.41,4.72,7.20,1.98,1.78,1.04,1.23,1.76,2.87,5.27,9.96,19.75,11.94,4.07,2.08,1.41,1.15,1.06,1.02,8.06,3.89,2.12,-,-,,6.32,4.29,3.69,-,-,,1.23,1.66,2.77,-,-,
cyprus-serbia-SzzLrY6b,25 Mar 2024,12.66,6.21,1.22,2.32,1.58,1.04,1.20,1.64,2.61,4.68,8.81,16.75,13.40,4.54,2.27,1.49,1.18,1.07,1.02,,,,4.35,2.11,1.41,,,,4.00,3.87,4.86,,,,1.70,2.76,5.22
montenegro-north-macedonia-tb2WCrIo,25 Mar 2024,2.59,3.02,2.95,2.01,1.77,1.10,1.49,2.53,4.88,10.42,21.25,50.50,6.89,2.60,1.50,1.18,1.05,1.02,1.00,,16.00,5.95,1.39,1.10,,,7.75,3.92,4.15,8.75,,,1.14,1.48,7.11,21.00,
russia-paraguay-S6fF7Ktj,25 Mar 2024,,,,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,-,-,-,-,,,-,-,-,-,,
italy-ecuador-tbS92Enl,24 Mar 2024,2.03,3.22,4.04,2.13,1.70,1.09,1.47,2.46,4.66,9.74,20.50,50.50,7.03,2.67,1.55,1.18,1.05,1.02,1.00,28.00,9.66,4.11,1.25,-,,11.50,5.95,3.43,5.06,-,,1.05,1.21,1.76,10.10,-,
croatia-tunisia-vm3kuYMk,23 Mar 2024,1.75,3.62,4.92,2.04,1.75,1.07,1.36,2.11,3.84,7.75,15.50,37.50,8.76,3.17,1.74,1.26,1.08,1.03,1.00,15.50,6.96,3.19,1.20,1.02,,9.13,5.33,3.50,5.47,16.00,,1.11,1.31,1.96,13.08,41.00,
france-germany-pv7kTw67,23 Mar 2024,1.88,3.97,3.77,1.53,2.48,1.02,1.17,1.56,2.40,4.15,7.70,15.80,14.93,5.04,2.45,1.58,1.23,1.08,1.03,13.33,6.21,3.13,1.28,1.06,,8.67,5.23,4.11,5.17,11.50,,1.11,1.32,1.88,7.93,21.00,
denmark-switzerland-OQF1YlYd,23 Mar 2024,2.13,3.30,3.55,1.83,1.93,1.06,1.34,2.08,3.67,7.18,15.30,37.50,9.16,3.27,1.76,1.28,1.09,1.03,1.00,24.50,9.06,4.05,1.30,1.06,,12.00,6.23,3.97,4.75,10.50,,1.06,1.21,1.68,8.36,21.00,
england-brazil-dAAP9ovH,23 Mar 2024,1.98,3.63,3.75,1.77,2.01,1.05,1.29,1.93,3.29,6.27,12.88,29.00,10.29,3.58,1.91,1.34,1.12,1.04,1.01,19.75,7.70,3.54,1.27,1.05,,11.00,5.80,3.88,5.17,11.50,,1.07,1.26,1.80,8.57,23.00,
ireland-belgium-CQbM5byF,23 Mar 2024,3.86,3.57,1.95,1.79,1.99,1.05,1.29,1.93,3.29,6.31,12.42,29.00,10.43,3.58,1.90,1.33,1.11,1.04,1.01,,29.00,8.95,1.82,1.26,1.08,,13.00,5.32,3.76,5.73,10.50,,1.04,1.26,3.57,7.73,18.50
slovakia-austria-hvewRa6o,23 Mar 2024,3.41,3.32,2.17,1.92,1.85,1.07,1.39,2.20,4.06,8.17,17.00,41.00,8.46,3.00,1.68,1.24,1.07,1.02,1.00,,25.50,8.54,1.66,1.20,1.04,,11.00,4.64,3.88,6.27,13.00,,1.06,1.31,4.28,9.85,26.00
spain-colombia-OnRwlFWf,22 Mar 2024,1.76,3.61,4.84,1.99,1.79,1.06,1.36,2.12,3.81,7.45,16.75,37.50,8.75,3.15,1.73,1.26,1.08,1.02,1.00,16.75,6.90,3.17,1.18,1.03,,9.38,5.25,3.46,6.11,15.00,,1.09,1.31,2.03,12.17,36.00,
albania-chile-40u0DV06,22 Mar 2024,3.52,3.14,2.21,2.08,1.70,1.10,1.48,2.48,4.84,10.06,21.20,50.50,7.06,2.64,1.54,1.18,1.06,1.02,1.00,,27.50,8.85,1.62,1.17,1.05,,10.75,4.75,3.72,6.27,12.00,,1.05,1.29,4.65,11.17,29.00
hungary-turkey-xxxWK3zG,22 Mar 2024,2.29,3.34,3.09,1.72,2.08,1.05,1.30,1.96,3.41,6.50,13.80,29.00,9.85,3.50,1.87,1.31,1.11,1.03,1.01,31.00,10.75,4.65,1.35,1.10,,15.00,6.77,3.95,4.77,9.38,,1.03,1.17,1.59,6.78,18.00,
netherlands-scotland-nohpWuMl,22 Mar 2024,1.36,4.96,8.57,1.98,1.80,1.03,1.21,1.68,2.71,4.90,9.38,18.35,13.62,4.31,2.20,1.46,1.17,1.06,1.02,7.22,3.53,2.01,1.06,,,6.00,4.19,3.59,10.50,,,1.26,1.73,3.15,26.00,,
romania-northern-ireland-Sb0gbGTl,22 Mar 2024,1.75,3.53,4.95,1.98,1.79,1.06,1.35,2.11,3.80,7.31,15.50,34.00,8.56,3.18,1.73,1.26,1.08,1.03,1.01,16.25,7.06,3.25,1.17,1.02,,9.50,5.14,3.40,6.16,17.00,,1.10,1.30,2.01,12.00,41.00,
norway-czech-republic-EBrOWwX3,22 Mar 2024,1.82,3.70,4.26,1.74,2.05,1.05,1.27,1.86,3.12,5.90,11.51,26.00,10.50,3.77,1.97,1.37,1.13,1.04,1.01,16.75,6.90,3.24,1.21,1.04,,9.88,5.23,3.67,5.61,13.00,,1.10,1.30,1.94,9.65,29.00,
north-macedonia-moldova-2NHCCApd,22 Mar 2024,1.68,3.72,5.05,2.12,1.68,1.07,1.40,2.22,4.09,8.04,18.35,41.00,8.04,2.91,1.66,1.22,1.08,1.02,1.00,14.42,6.51,2.97,1.16,,,8.22,4.90,3.42,6.00,,,1.11,1.35,2.12,13.75,,
italy-venezuela-zP5z6571,21 Mar 2024,1.47,4.36,6.75,2.12,1.70,1.05,1.30,1.95,3.37,6.44,13.28,27.50,10.01,3.50,1.88,1.31,1.11,1.04,1.01,9.92,4.52,2.32,1.11,,,6.83,4.36,3.48,8.13,,,1.18,1.54,2.64,19.50,,
portugal-sweden-40eE7K62,21 Mar 2024,1.41,4.94,6.75,1.74,2.05,1.02,1.16,1.54,2.34,4.05,7.30,15.30,17.75,4.98,2.48,1.59,1.23,1.08,1.03,7.50,3.73,2.07,1.10,,,6.45,4.45,3.95,8.63,,,1.25,1.71,2.85,17.50,,
malta-slovenia-xdvQaCV6,21 Mar 2024,8.40,3.97,1.45,2.79,1.42,1.09,1.49,2.47,4.78,9.61,22.00,50.50,7.02,2.62,1.54,1.18,1.06,1.01,1.00,,,29.00,2.68,1.50,1.15,,,9.50,3.16,4.27,6.96,,,1.05,2.43,5.05,12.00
russia-serbia-lpyHqEih,21 Mar 2024,2.49,3.06,3.11,1.75,2.07,1.07,1.35,2.09,3.68,7.25,16.00,,8.84,3.22,1.77,1.28,1.10,1.01,,,12.10,5.46,1.36,1.10,,,7.74,3.88,4.64,8.75,,,1.14,1.53,6.82,18.50,
usa-slovenia-vsAdvtof,20 Jan 2024,1.68,3.72,5.12,2.02,1.76,1.07,1.35,2.07,3.75,7.69,15.03,37.50,9.02,3.21,1.75,1.27,1.08,1.02,1.00,-,6.28,2.94,1.17,,,-,4.88,3.48,5.85,,,-,1.36,2.13,13.00,,
sweden-estonia-x25pWc6r,12 Jan 2024,1.34,4.91,8.84,2.00,1.78,1.03,1.22,1.70,2.74,4.94,8.89,22.00,12.67,4.21,2.17,1.45,1.17,1.06,1.02,6.85,3.43,1.97,-,,,5.80,4.16,3.58,-,,,1.28,1.76,3.19,-,,
austria-germany-ncUFrwSA,21 Nov 2023,3.01,3.86,2.17,1.51,2.49,1.02,1.18,1.58,2.45,4.27,7.71,18.00,16.75,4.74,2.37,1.56,1.21,1.07,1.02,,13.10,5.96,1.66,1.24,-,,7.39,4.79,4.04,6.27,-,,1.11,1.37,3.85,7.92,-
poland-latvia-bLynybiP,21 Nov 2023,1.23,6.05,12.75,2.34,1.55,1.02,1.20,1.66,2.61,4.57,8.79,20.00,14.75,4.20,2.21,1.47,1.16,1.05,1.02,5.00,2.70,1.65,,,,5.00,3.93,3.90,,,,1.42,2.13,4.30,,,
russia-cuba-dpyvccEG,20 Nov 2023,1.04,16.48,35.03,3.25,1.33,-,1.07,1.26,1.68,2.47,4.29,7.42,-,8.66,3.73,2.17,1.52,1.21,1.09,2.11,1.47,1.15,,,,4.30,4.53,6.30,,,,2.51,5.01,13.00,,,
germany-turkey-tbENZGKj,18 Nov 2023,1.33,5.45,8.12,1.63,2.25,1.02,1.11,1.38,1.96,3.13,5.43,10.39,20.67,6.47,3.04,1.85,1.36,1.14,1.06,5.21,2.86,1.80,-,-,,5.56,4.38,4.12,-,-,,1.37,1.91,3.30,-,-,
belgium-serbia-OKGZd7vQ,15 Nov 2023,1.75,3.84,4.43,1.67,2.15,1.04,1.22,1.71,2.74,4.98,9.58,21.00,12.76,4.18,2.15,1.44,1.16,1.05,1.02,13.17,5.92,2.97,1.20,1.03,,7.70,4.97,3.56,5.95,14.00,,1.11,1.35,2.04,9.94,31.00,
mexico-germany-0tW7pacb,18 Oct 2023,4.94,4.19,1.61,1.64,2.20,1.03,1.19,1.61,2.53,4.44,8.16,16.55,14.00,4.61,2.31,1.52,1.20,1.07,1.02,,-,10.30,2.21,1.45,1.15,,-,6.50,3.58,4.85,6.81,,-,1.17,2.59,4.84,9.95
france-scotland-bFrzZGnb,17 Oct 2023,1.22,6.38,12.76,2.26,1.61,1.02,1.19,1.62,2.53,4.45,8.27,16.55,16.50,4.60,2.33,1.52,1.20,1.07,1.02,5.06,2.71,1.64,-,,,5.08,3.86,3.84,-,,,1.41,2.12,4.30,-,,
albania-bulgaria-tv0C6C1f,17 Oct 2023,1.71,3.57,5.20,2.19,1.65,1.08,1.44,2.34,4.32,8.79,18.60,50.50,7.58,2.80,1.61,1.21,1.07,1.02,1.00,15.00,6.64,3.08,1.16,-,,8.00,5.02,3.35,5.88,-,,1.10,1.33,2.10,14.10,-,
north-macedonia-armenia-xGxVnPc8,17 Oct 2023,1.88,3.58,4.17,1.92,1.85,1.06,1.33,2.06,3.65,7.01,15.50,34.00,9.16,3.26,1.78,1.28,1.09,1.03,1.01,17.50,6.89,3.33,1.20,-,,9.25,5.02,3.58,5.50,-,,1.07,1.30,1.91,10.60,-,
russia-kenya-boVYiFil,16 Oct 2023,1.56,3.90,6.72,2.24,1.64,1.06,1.37,2.14,3.79,7.27,14.00,,8.95,3.08,1.72,1.26,1.09,1.02,,10.90,4.99,2.48,1.15,,,7.00,4.46,3.34,6.25,,,1.15,1.49,2.53,14.50,,
usa-germany-bXTirBnO,14 Oct 2023,4.03,3.92,1.82,1.63,2.24,1.03,1.20,1.67,2.66,4.82,8.94,17.90,13.38,4.47,2.24,1.48,1.18,1.06,1.02,,-,8.57,1.94,1.33,1.10,,-,5.56,3.83,5.42,8.23,,-,1.24,3.13,6.17,13.70
england-australia-QTv4LgpT,13 Oct 2023,1.22,6.27,13.51,2.45,1.54,1.03,1.22,1.66,2.70,4.89,9.49,19.07,14.07,4.30,2.20,1.47,1.17,1.06,1.02,5.12,2.72,1.63,1.03,,,5.02,3.85,3.86,19.00,,,1.42,2.14,4.35,56.00,,
sweden-moldova-tpyIdFoj,12 Oct 2023,1.19,6.91,14.19,2.47,1.51,1.03,1.20,1.64,2.61,4.66,8.97,18.00,14.50,4.35,2.24,1.48,1.18,1.06,1.02,5.00,2.68,1.60,1.02,,,5.07,3.78,3.92,13.00,,,1.41,2.15,4.39,36.00,,
georgia-thailand-rPsOoBXH,12 Oct 2023,1.25,5.72,11.21,2.22,1.63,1.03,1.20,1.63,2.58,4.62,8.94,18.00,13.00,4.50,2.24,1.49,1.19,1.07,1.02,5.43,2.84,1.70,-,,,5.22,3.92,3.84,-,,,1.37,2.02,3.88,-,,
russia-cameroon-6uz2G7Ka,12 Oct 2023,2.18,3.23,3.50,1.93,1.85,1.07,1.39,2.17,4.03,7.93,-,,7.97,2.94,1.63,1.22,1.07,-,,21.00,9.90,4.41,1.27,1.07,,10.00,6.30,3.56,4.84,8.75,,1.05,1.19,1.66,8.40,21.00,
wales-gibraltar-00xTpVnO,11 Oct 2023,1.03,15.13,41.27,4.62,1.18,1.02,1.11,1.38,1.96,3.26,5.83,11.13,15.00,6.39,3.02,1.81,1.33,1.14,1.05,2.27,1.53,1.15,,,,4.20,4.13,6.13,,,,2.36,4.83,13.40,,,
germany-france-UcPmqiXH,12 Sep 2023,2.61,3.43,2.67,1.57,2.37,1.04,1.22,1.71,2.72,4.99,9.72,18.10,12.80,4.31,2.16,1.46,1.17,1.06,1.02,-,10.80,4.99,1.46,1.14,-,-,7.28,4.28,4.28,7.54,-,-,1.15,1.48,5.32,11.30,-
hungary-czech-republic-dlLpkFI8,10 Sep 2023,2.44,2.93,3.29,2.13,1.69,1.12,1.53,2.64,5.16,11.17,21.25,-,6.44,2.51,1.49,1.16,1.04,1.02,-,-,13.70,5.72,1.33,1.07,-,-,7.07,3.71,4.36,8.50,-,-,1.12,1.52,7.93,22.00,-
germany-japan-j7QqpXHB,09 Sep 2023,1.43,4.98,6.39,1.68,2.14,1.02,1.15,1.51,2.28,3.89,7.09,14.05,19.50,5.31,2.57,1.64,1.26,1.10,1.03,7.10,3.60,2.08,1.13,-,,6.12,4.44,3.83,7.53,-,,1.25,1.67,2.75,13.75,-,
germany-colombia-GzkAw2zH,20 Jun 2023,1.66,4.04,4.82,1.66,2.18,1.03,1.20,1.64,2.59,4.62,8.57,16.55,12.75,4.45,2.27,1.50,1.19,1.07,1.02,11.00,5.07,2.69,1.17,-,,7.35,5.07,3.75,6.55,-,,1.14,1.42,2.19,10.75,-,
montenegro-czech-republic-IcMtje32,20 Jun 2023,3.54,3.14,2.19,2.13,1.69,1.10,1.49,2.53,4.84,10.12,18.00,50.50,6.80,2.61,1.52,1.17,1.05,1.02,1.00,,-,8.85,1.65,1.17,-,,-,4.74,3.65,6.00,-,,-,1.29,4.60,11.00,-
poland-germany-xpj6vrLA,16 Jun 2023,4.67,3.97,1.70,1.63,2.25,1.02,1.19,1.63,2.56,4.53,8.57,19.37,14.73,4.62,2.30,1.51,1.20,1.07,1.02,,34.00,10.26,2.14,1.39,1.13,,15.00,6.20,3.75,5.12,7.28,,1.03,1.17,2.78,5.28,11.70
