HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Over_15,Over_25,Over_35,Over_45,Under_05,Under_15,Under_25,Under_35,Under_45,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L
ukraine-iceland-KK1OaVP7,26 Mar 2024,1.62,3.83,6.12,2.08,1.74,1.07,1.35,2.13,3.85,7.57,9.30,3.22,1.75,1.27,1.09,5.54,2.75,1.14,1.02,4.88,3.40,7.60,15.00,1.43,2.34,19.00,50.00
wales-poland-bTFTAeY8,26 Mar 2024,2.72,2.95,2.97,2.21,1.67,1.13,1.58,2.79,5.68,12.23,6.34,2.43,1.45,1.15,1.04,20.00,6.31,1.39,1.12,8.75,4.03,4.24,9.25,1.12,1.47,7.57,23.00
georgia-greece-fwl3yesj,26 Mar 2024,3.37,2.96,2.44,2.19,1.68,1.12,1.56,2.73,5.57,12.14,6.53,2.45,1.47,1.15,1.04,28.00,8.75,1.55,1.13,10.50,4.66,3.73,7.73,1.09,1.33,5.77,14.40
bosnia-herzegovina-ukraine-IyiXrXS4,21 Mar 2024,3.79,3.23,2.13,2.00,1.81,1.09,1.43,2.34,4.44,9.31,7.90,2.85,1.61,1.22,1.07,27.00,9.37,1.71,1.20,11.50,5.27,3.63,6.47,1.06,1.27,4.36,10.25
greece-kazakhstan-GlKcjrO5,21 Mar 2024,1.34,4.96,10.43,2.73,1.46,1.07,1.36,2.12,3.83,7.78,9.61,3.19,1.75,1.27,1.09,3.79,2.01,1.06,1.01,3.86,3.36,11.00,19.00,1.75,3.32,35.50,101.00
israel-iceland-dSkyrirB,21 Mar 2024,2.33,3.36,3.13,1.73,2.09,1.06,1.30,1.95,3.32,6.52,10.09,3.54,1.89,1.33,1.11,10.42,4.69,1.35,1.10,7.01,3.95,4.70,9.50,1.17,1.59,6.85,18.50
poland-estonia-CA0SdUGE,21 Mar 2024,1.19,6.90,16.86,2.81,1.43,1.04,1.24,1.76,2.91,5.49,12.86,4.13,2.10,1.42,1.16,2.68,1.60,1.02,,3.77,3.78,15.00,,2.24,4.68,58.00,
wales-finland-ABiTqDDb,21 Mar 2024,1.84,3.31,5.12,2.42,1.57,1.12,1.56,2.73,5.61,13.03,6.73,2.49,1.48,1.15,1.04,9.00,3.57,1.18,1.02,5.55,3.43,6.15,15.00,1.27,1.97,14.50,48.00
georgia-luxembourg-fuJ1k2wC,21 Mar 2024,1.82,3.49,5.09,2.15,1.71,1.09,1.44,2.36,4.53,9.96,8.24,2.90,1.64,1.22,1.07,7.88,3.35,1.18,1.03,5.45,3.53,6.38,14.50,1.30,2.00,14.00,45.50
andorra-israel-x8hchzRD,21 Nov 2023,9.50,4.96,1.36,2.47,1.54,1.05,1.31,1.98,3.42,6.73,9.81,3.44,1.88,1.31,1.11,79.20,29.38,3.22,1.74,17.72,9.41,3.60,4.28,1.01,1.09,2.09,4.10
croatia-armenia-dbjR8OWr,21 Nov 2023,1.12,9.28,23.86,2.70,1.46,1.02,1.15,1.49,2.25,3.79,15.91,5.48,2.63,1.67,1.26,2.10,1.45,1.02,,4.09,4.76,15.34,,2.89,6.53,63.95,
gibraltar-netherlands-UkHP4IZu,21 Nov 2023,99.27,25.44,1.01,4.11,1.23,,1.01,1.08,1.23,1.53,,18.83,7.97,4.10,2.47,,,40.13,13.60,,,13.97,7.61,,,1.04,1.13
greece-france-d2nBoeZH,21 Nov 2023,5.81,3.86,1.62,1.99,1.80,1.06,1.32,2.00,3.47,6.82,9.57,3.38,1.83,1.30,1.10,48.52,14.34,2.27,1.42,14.76,6.88,3.53,4.93,1.03,1.15,2.77,5.71
kosovo-belarus-xfDOwyCK,21 Nov 2023,1.66,3.88,5.26,1.99,1.79,1.06,1.33,2.03,3.57,6.94,9.35,3.31,1.81,1.29,1.10,5.85,2.84,1.16,1.04,4.91,3.54,6.40,13.84,1.41,2.24,13.71,44.15
romania-switzerland-t45iuTVR,21 Nov 2023,3.76,3.48,2.03,1.75,2.05,1.05,1.29,1.93,3.26,6.34,9.93,3.58,1.91,1.34,1.12,22.38,8.66,1.79,1.25,10.38,5.39,3.82,5.81,1.09,1.28,3.78,8.19
wales-turkey-SrMQTP88,21 Nov 2023,2.62,3.31,2.75,1.83,1.94,1.06,1.35,2.11,3.76,7.47,9.09,3.17,1.74,1.27,1.09,13.08,5.58,1.45,1.15,7.47,4.19,4.45,8.28,1.14,1.50,5.95,16.24
albania-faroe-islands-IDGTIKH4,20 Nov 2023,1.31,5.07,11.53,2.62,1.48,1.06,1.33,2.03,3.54,7.08,9.27,3.36,1.82,1.30,1.10,3.61,1.95,1.05,1.01,3.79,3.47,11.76,18.91,1.82,3.55,46.65,100.50
czech-republic-moldova-SONGLMXo,20 Nov 2023,1.25,6.15,12.09,2.27,1.61,1.03,1.22,1.67,2.68,4.92,12.83,4.34,2.22,1.47,1.18,2.97,1.76,1.06,1.01,3.95,3.74,11.83,18.71,2.02,3.92,36.05,84.10
north-macedonia-england-Wtl0fPHk,20 Nov 2023,13.88,6.06,1.24,2.44,1.55,1.04,1.23,1.73,2.78,5.22,12.36,4.18,2.18,1.45,1.17,,50.35,4.55,2.16,,13.13,4.11,4.04,,1.04,1.69,2.83
northern-ireland-denmark-YaFYSbt5,20 Nov 2023,5.23,3.61,1.75,2.24,1.66,1.09,1.46,2.40,4.58,9.08,7.58,2.75,1.60,1.21,1.07,57.75,18.17,2.18,1.41,15.54,7.07,3.51,5.13,1.02,1.17,3.11,6.83
san-marino-finland-jiEiqKQo,20 Nov 2023,31.18,10.26,1.09,3.52,1.31,1.02,1.14,1.47,2.19,3.68,16.73,5.81,2.73,1.69,1.29,,90.00,9.04,3.44,,17.00,5.49,4.21,,1.01,1.32,1.86
slovenia-kazakhstan-KdkaEaRB,20 Nov 2023,1.45,4.39,7.79,2.20,1.65,1.06,1.32,2.00,3.47,6.88,9.88,3.46,1.84,1.31,1.11,4.32,2.26,1.11,1.01,4.36,3.43,8.81,17.01,1.61,2.76,23.93,66.55
ukraine-italy-S85H2mA9,20 Nov 2023,4.96,3.74,1.73,1.84,1.93,1.05,1.30,1.94,3.29,6.42,10.22,3.58,1.90,1.33,1.12,39.28,11.82,2.11,1.37,13.29,6.30,3.59,5.22,1.04,1.18,3.00,6.18
bosnia-herzegovina-slovakia-8CK3aiYt,19 Nov 2023,3.12,3.24,2.41,1.89,1.88,1.08,1.40,2.22,3.99,8.05,8.27,3.02,1.68,1.25,1.08,21.41,7.14,1.55,1.15,9.50,4.56,4.04,7.21,1.12,1.38,5.07,12.45
liechtenstein-luxembourg-WWrUBLN3,19 Nov 2023,12.93,6.01,1.25,2.37,1.58,1.04,1.24,1.72,2.80,5.15,11.96,4.18,2.17,1.44,1.17,-,46.10,4.48,2.11,-,12.70,3.94,3.97,-,1.04,1.69,2.88
portugal-iceland-8dWupCYg,19 Nov 2023,1.08,11.37,27.71,2.52,1.52,1.01,1.09,1.32,1.81,2.89,21.42,7.44,3.41,2.00,1.42,1.80,1.29,1.02,,4.00,5.26,15.99,,3.51,8.19,61.30,
scotland-norway-IHUoO0yf,19 Nov 2023,2.37,3.16,3.26,1.89,1.89,1.08,1.40,2.24,4.08,8.50,8.21,3.00,1.67,1.24,1.08,11.57,4.93,1.33,1.11,6.73,3.85,4.88,9.74,1.17,1.60,7.95,22.35
spain-georgia-KtkBU2bQ,19 Nov 2023,1.09,10.72,28.02,2.46,1.53,1.01,1.10,1.35,1.88,3.03,20.98,7.20,3.27,1.95,1.39,1.85,1.30,1.01,,4.06,5.10,17.39,,3.39,8.37,79.00,
belgium-azerbaijan-QaeCTyWM,19 Nov 2023,1.10,10.55,25.36,2.56,1.50,1.01,1.12,1.42,2.02,3.26,18.96,6.27,2.89,1.81,1.34,1.93,1.33,1.02,,3.98,4.82,16.62,,3.21,7.86,80.75,
sweden-estonia-IgKkse0M,19 Nov 2023,1.19,7.12,15.51,2.61,1.48,1.04,1.21,1.66,2.66,4.85,12.62,4.42,2.24,1.48,1.18,2.56,1.57,1.04,,3.79,4.01,13.55,,2.32,5.04,54.55,
hungary-montenegro-4OcWgYqS,19 Nov 2023,1.79,3.64,4.73,1.98,1.79,1.07,1.38,2.17,3.97,7.89,8.75,3.09,1.72,1.25,1.09,6.94,3.20,1.19,1.05,5.21,3.53,5.78,12.99,1.33,2.03,11.63,39.27
serbia-bulgaria-bRGgBZE2,19 Nov 2023,1.21,6.59,14.83,2.43,1.55,1.03,1.21,1.66,2.63,4.78,12.66,4.48,2.25,1.49,1.19,2.68,1.65,1.04,-,3.90,3.95,12.85,-,2.20,4.44,45.30,-
france-gibraltar-zFxmia5t,18 Nov 2023,1.01,29.53,63.52,4.79,1.18,-,1.01,1.04,1.14,1.35,-,23.00,11.53,5.80,3.23,-,-,,,-,-,,,-,-,,
israel-romania-CODzqBW2,18 Nov 2023,2.55,3.40,2.78,1.73,2.07,1.05,1.30,1.96,3.34,6.52,10.29,3.54,1.88,1.33,1.12,12.47,5.21,1.44,1.12,7.19,4.31,4.34,8.01,1.15,1.51,5.94,13.89
netherlands-ireland-4YhTzvLa,18 Nov 2023,1.32,5.37,9.72,2.18,1.67,1.04,1.24,1.75,2.87,5.44,11.70,4.07,2.11,1.42,1.16,3.33,1.90,1.07,1.01,3.99,3.67,10.84,18.30,1.88,3.52,33.67,78.25
switzerland-kosovo-QVXuNT9q,18 Nov 2023,1.25,6.23,11.96,2.05,1.75,1.02,1.17,1.55,2.39,4.17,15.16,5.13,2.49,1.59,1.23,2.78,1.71,1.06,1.01,4.10,4.12,11.75,18.57,2.11,4.13,34.25,76.20
belarus-andorra-A10BUWY6,18 Nov 2023,1.53,3.86,7.54,2.58,1.49,1.09,1.48,2.47,4.73,9.82,7.31,2.65,1.56,1.19,1.05,5.64,2.62,1.11,1.01,4.50,3.28,8.26,16.69,1.46,2.51,26.52,76.95
latvia-croatia-S2p8t3hE,18 Nov 2023,17.62,8.18,1.15,2.54,1.50,1.02,1.16,1.54,2.35,4.01,16.22,5.09,2.48,1.60,1.24,,60.40,5.82,2.58,,14.40,4.31,3.86,,1.02,1.47,2.28
armenia-wales-CWNxRNhR,18 Nov 2023,4.34,3.64,1.85,1.91,1.87,1.05,1.33,2.06,3.63,7.13,9.32,3.30,1.79,1.28,1.09,33.10,11.21,1.96,1.31,13.08,5.91,3.69,5.49,1.04,1.22,3.32,7.42
denmark-slovenia-zoyD22Sa,17 Nov 2023,1.59,3.71,6.68,2.43,1.54,1.09,1.47,2.44,4.69,9.81,7.47,2.67,1.56,1.19,1.05,6.13,2.81,1.13,1.02,4.59,3.27,7.68,17.20,1.40,2.35,20.99,64.43
england-malta-Yo6D3Tf3,17 Nov 2023,1.01,23.47,53.46,4.89,1.18,1.01,1.03,1.14,1.38,1.86,22.81,12.81,5.64,2.99,1.94,1.22,1.06,,,6.50,11.39,,,8.94,25.97,,
italy-north-macedonia-YmckaE3H,17 Nov 2023,1.12,8.95,22.11,2.74,1.44,1.02,1.15,1.51,2.28,3.89,16.15,5.33,2.56,1.64,1.26,2.10,1.40,1.02,,3.90,4.43,15.78,,2.82,6.64,69.60,
poland-czech-republic-K0PnZKpl,17 Nov 2023,2.49,3.20,3.01,1.96,1.82,1.08,1.42,2.32,4.34,8.85,7.81,2.85,1.62,1.22,1.06,13.57,5.41,1.38,1.10,7.08,3.93,4.53,9.19,1.15,1.53,7.09,19.88
finland-northern-ireland-jHcrIsSn,17 Nov 2023,2.20,3.07,3.77,2.23,1.63,1.11,1.54,2.71,5.41,11.35,6.51,2.45,1.47,1.15,1.04,12.15,4.84,1.27,1.06,6.63,3.61,5.06,11.81,1.18,1.67,9.77,33.45
moldova-albania-dK3eXJWc,17 Nov 2023,4.59,3.20,1.93,2.31,1.59,1.11,1.55,2.69,5.36,11.14,6.58,2.47,1.48,1.16,1.04,45.18,12.76,1.87,1.24,14.05,5.83,3.39,5.66,1.03,1.20,3.88,9.18
kazakhstan-san-marino-4QAUTvRb,17 Nov 2023,1.05,13.53,41.53,4.54,1.19,1.01,1.13,1.44,2.12,3.59,18.65,5.88,2.76,1.72,1.29,1.65,1.20,,,3.95,5.84,,,4.29,11.96,,
liechtenstein-portugal-M11wkbGj,16 Nov 2023,104.85,26.08,1.01,4.52,1.21,1.00,1.02,1.09,1.25,1.58,50.50,16.61,7.61,3.88,2.36,,,29.64,11.65,,,14.06,7.80,,,1.05,1.15
luxembourg-bosnia-herzegovina-MJGv149o,16 Nov 2023,2.94,3.24,2.51,1.93,1.84,1.07,1.41,2.27,4.21,8.47,8.17,2.91,1.65,1.22,1.07,18.76,6.50,1.51,1.14,8.97,4.36,4.07,7.37,1.11,1.41,5.46,13.89
montenegro-lithuania-2JcWkPrf,16 Nov 2023,1.37,4.76,9.40,2.52,1.51,1.05,1.34,2.06,3.66,7.26,9.49,3.26,1.79,1.28,1.09,3.97,2.08,1.07,1.01,3.97,3.41,10.04,17.97,1.70,3.11,32.65,89.55
slovakia-iceland-CSB3e0wN,16 Nov 2023,1.71,3.64,5.38,2.06,1.74,1.07,1.37,2.17,3.94,7.87,8.61,3.05,1.71,1.25,1.08,6.57,3.03,1.16,1.03,4.94,3.39,6.36,14.73,1.35,2.14,14.21,46.21
azerbaijan-sweden-d2APzgwj,16 Nov 2023,6.39,4.35,1.52,2.02,1.77,1.05,1.29,1.89,3.22,6.25,11.05,3.66,1.94,1.35,1.13,57.20,19.80,2.58,1.54,16.47,8.35,3.56,4.48,1.02,1.12,2.38,4.63
bulgaria-hungary-dtczkqb0,16 Nov 2023,5.73,3.59,1.69,2.30,1.61,1.09,1.47,2.42,4.68,9.45,7.60,2.75,1.58,1.20,1.06,55.14,17.10,2.20,1.38,16.51,7.07,3.44,5.00,1.02,1.15,3.01,6.60
cyprus-spain-ITGH2Hpj,16 Nov 2023,50.87,16.59,1.03,2.95,1.40,1.01,1.06,1.23,1.61,2.37,23.85,9.58,4.19,2.32,1.59,,,14.22,5.30,,,7.47,4.79,,,1.15,1.45
estonia-austria-2a1FcGp3,16 Nov 2023,11.99,5.63,1.27,2.34,1.58,1.04,1.24,1.75,2.86,5.29,11.72,4.13,2.11,1.43,1.16,85.40,36.94,3.73,1.95,18.63,11.61,3.76,3.98,1.01,1.05,1.81,3.11
georgia-scotland-z5RC3cVq,16 Nov 2023,3.30,3.29,2.27,1.92,1.85,1.08,1.41,2.24,4.16,8.43,8.22,2.94,1.66,1.24,1.08,22.76,7.71,1.63,1.18,9.90,4.76,3.73,6.76,1.09,1.33,4.74,11.40
israel-switzerland-bLPhKRg2,15 Nov 2023,6.97,4.52,1.47,1.85,1.91,1.03,1.22,1.70,2.74,5.02,12.69,4.32,2.17,1.45,1.17,52.10,19.01,2.71,1.61,17.64,8.62,3.59,4.53,1.02,1.12,2.24,4.10
kosovo-israel-UT9Gucs8,12 Nov 2023,3.08,3.58,2.29,1.72,2.10,1.05,1.29,1.92,3.32,6.38,10.63,3.67,1.93,1.34,1.13,17.53,6.67,1.63,1.20,9.17,4.97,4.18,6.96,1.11,1.39,4.50,10.88
england-italy-vmPMt6mj,17 Oct 2023,1.62,3.80,6.14,2.06,1.74,1.07,1.35,2.10,3.76,7.48,9.07,3.25,1.76,1.28,1.09,5.63,2.74,,1.03,4.68,3.45,,15.07,1.43,2.31,,51.05
lithuania-hungary-KErVAQKJ,17 Oct 2023,9.47,4.83,1.36,2.40,1.56,1.05,1.31,1.98,3.44,6.75,10.07,3.48,1.85,1.32,1.11,88.75,,,1.72,18.01,,,4.06,1.01,,,3.82
malta-ukraine-nP0iFQgF,17 Oct 2023,15.23,6.17,1.22,2.57,1.49,1.04,1.24,1.74,2.86,5.31,11.90,4.12,2.07,1.43,1.16,,,4.45,2.14,,,3.84,3.87,,,1.66,2.78
northern-ireland-slovenia-fF3sRxBH,17 Oct 2023,3.24,3.03,2.45,2.08,1.73,1.11,1.50,2.55,4.99,10.49,6.98,2.62,1.52,1.18,1.05,24.07,,,1.13,9.88,,,7.19,1.09,,,14.37
san-marino-denmark-4lgHKzlo,17 Oct 2023,85.36,29.05,1.01,5.31,1.15,-,1.02,1.10,1.29,1.68,-,16.85,7.19,3.51,2.18,,,37.59,12.35,,,13.97,7.67,,,1.04,1.15
serbia-montenegro-dMxBnjx2,17 Oct 2023,1.41,4.78,7.76,2.07,1.73,1.04,1.26,1.82,3.02,5.76,11.45,3.89,2.03,1.39,1.14,3.95,2.13,,,4.09,3.55,,,1.66,2.90,,
finland-kazakhstan-ribvJNCt,17 Oct 2023,1.57,3.82,6.83,2.32,1.59,1.08,1.42,2.28,4.29,8.77,8.10,2.90,1.65,1.22,1.07,5.52,2.65,,,4.67,3.35,,,1.44,2.38,,
belgium-sweden-ry67UHGG,16 Oct 2023,1.65,3.93,5.38,1.83,1.95,1.05,1.27,1.86,3.11,5.98,11.13,3.84,1.98,1.37,1.14,5.64,2.82,,1.04,5.05,3.61,,15.65,1.41,2.20,,41.40
bosnia-herzegovina-portugal-zPkktUXI,16 Oct 2023,7.47,4.68,1.44,1.84,1.93,1.03,1.21,1.65,2.60,4.70,13.52,4.53,2.27,1.50,1.19,48.49,,2.72,1.64,17.22,,3.74,4.46,1.02,,2.17,3.99
gibraltar-ireland-QHAY2d4h,16 Oct 2023,35.64,13.13,1.06,3.73,1.26,1.01,1.12,1.39,2.03,3.35,18.64,6.40,3.00,1.80,1.33,,,10.09,3.86,,,5.65,4.23,,,1.23,1.68
greece-netherlands-IBm7nyKB,16 Oct 2023,4.01,3.30,2.02,1.94,1.83,1.08,1.40,2.24,4.13,8.45,8.40,2.96,1.66,1.24,1.08,,,,1.23,,,,5.83,,,,8.92
iceland-liechtenstein-Wj5Tgm2I,16 Oct 2023,1.04,15.48,45.34,3.72,1.27,1.01,1.07,1.27,1.68,2.49,24.73,8.57,3.83,2.19,1.53,1.46,1.16,,,4.83,6.67,,,5.17,13.17,,
luxembourg-slovakia-IoAmarvb,16 Oct 2023,3.91,3.27,2.07,2.03,1.76,1.09,1.44,2.37,4.52,9.44,7.71,2.81,1.60,1.21,1.06,30.50,9.63,1.74,1.20,11.70,5.21,3.63,6.10,1.06,1.26,4.27,10.11
azerbaijan-austria-EwLKyZNq,16 Oct 2023,8.57,5.04,1.36,2.03,1.76,1.03,1.22,1.70,2.72,4.94,12.75,4.26,2.19,1.45,1.17,,,3.21,1.79,,,3.75,4.19,,,1.96,3.47
norway-spain-QVywAahG,15 Oct 2023,4.25,3.47,1.92,1.86,1.92,1.06,1.34,2.07,3.63,7.22,9.33,3.30,1.78,1.29,1.10,29.49,,1.86,1.28,11.71,,3.61,5.77,1.07,,3.57,7.78
poland-moldova-fJHaWIU6,15 Oct 2023,1.25,5.74,14.46,2.77,1.43,1.05,1.30,1.93,3.33,6.58,9.87,3.58,1.91,1.33,1.12,3.12,1.74,,,3.78,3.59,,,1.98,3.98,,
romania-andorra-n5pWXpO1,15 Oct 2023,1.10,9.85,28.20,3.67,1.28,1.02,1.19,1.61,2.54,4.56,15.12,4.67,2.34,1.52,1.20,2.05,1.35,1.01,,3.73,4.35,16.11,,2.98,7.59,90.50,
turkey-latvia-0ddQHJFD,15 Oct 2023,1.14,8.83,18.49,2.40,1.55,1.02,1.14,1.46,2.18,3.67,17.34,5.75,2.73,1.70,1.29,2.12,1.42,,,3.97,4.58,,,2.77,5.89,,
wales-croatia-nmqv6MG1,15 Oct 2023,4.44,3.29,1.93,2.17,1.67,1.10,1.47,2.46,4.82,10.19,7.19,2.69,1.55,1.19,1.05,40.65,,1.85,1.25,13.58,,3.44,5.71,1.04,,3.81,8.80
czech-republic-faroe-islands-lYOCM2Iu,15 Oct 2023,1.05,14.11,35.74,3.80,1.26,1.01,1.12,1.38,2.00,3.24,20.18,6.52,3.07,1.82,1.35,1.66,1.21,,,4.12,5.61,,,4.17,11.50,,
switzerland-belarus-4MWqMmPk,15 Oct 2023,1.10,10.18,25.02,2.85,1.41,1.02,1.15,1.48,2.22,3.77,18.30,5.67,2.67,1.67,1.27,1.97,1.34,,,3.85,4.68,,,3.11,7.63,,
